Condition,ReadCode,CleansedReadCode,Term
Malignant neoplasms,B510300,,Malignant neoplasm of globus pallidus
Malignant neoplasms,B510400,,Malignant neoplasm of hypothalamus
Malignant neoplasms,B510500,,Malignant neoplasm of thalamus
Malignant neoplasms,B510z00,,Malignant neoplasm of cerebrum NOS
Malignant neoplasms,B511.00,,Malignant neoplasm of frontal lobe
Malignant neoplasms,B512.00,,Malignant neoplasm of temporal lobe
Malignant neoplasms,B512000,,Malignant neoplasm of hippocampus
Malignant neoplasms,B512z00,,Malignant neoplasm of temporal lobe NOS
Malignant neoplasms,B513.00,,Malignant neoplasm of parietal lobe
Malignant neoplasms,B514.00,,Malignant neoplasm of occipital lobe
Malignant neoplasms,B515.00,,Malignant neoplasm of cerebral ventricles
Malignant neoplasms,B515000,,Malignant neoplasm of choroid plexus
Malignant neoplasms,B516.00,,Malignant neoplasm of cerebellum
Malignant neoplasms,B517.00,,Malignant neoplasm of brain stem
Malignant neoplasms,B517000,,Malignant neoplasm of cerebral peduncle
Malignant neoplasms,B517100,,Malignant neoplasm of medulla oblongata
Malignant neoplasms,B517200,,Malignant neoplasm of midbrain
Malignant neoplasms,B517300,,Malignant neoplasm of pons
Malignant neoplasms,B517z00,,Malignant neoplasm of brain stem NOS
Malignant neoplasms,B51y.00,,Malignant neoplasm of other parts of brain
Malignant neoplasms,B51y000,,Malignant neoplasm of corpus callosum
Malignant neoplasms,B51y200,,"Malignant neoplasm, overlapping lesion of brain"
Malignant neoplasms,B51yz00,,Malignant neoplasm of other part of brain NOS
Malignant neoplasms,B51z.00,,Malignant neoplasm of brain NOS
Malignant neoplasms,B520.00,,Malignant neoplasm of cranial nerves
Malignant neoplasms,B520000,,Malignant neoplasm of olfactory bulb
Malignant neoplasms,B520100,,Malignant neoplasm of optic nerve
Malignant neoplasms,B520200,,Malignant neoplasm of acoustic nerve
Malignant neoplasms,B520z00,,Malignant neoplasm of cranial nerves NOS
Malignant neoplasms,B521.00,,Malignant neoplasm of cerebral meninges
Malignant neoplasms,B521200,,Malignant neoplasm of cerebral pia mater
Malignant neoplasms,B521z00,,Malignant neoplasm of cerebral meninges NOS
Malignant neoplasms,B522.00,,Malignant neoplasm of spinal cord
Malignant neoplasms,B523.00,,Malignant neoplasm of spinal meninges
Malignant neoplasms,B523z00,,Malignant neoplasm of spinal meninges NOS
Malignant neoplasms,B525.00,,Malignant neoplasm of cauda equina
Malignant neoplasms,B52W.00,,"Malig neopl, overlap lesion brain & other part of CNS"
Malignant neoplasms,B52X.00,,"Malignant neoplasm of meninges, unspecified"
Malignant neoplasms,B542.00,,Malignant neoplasm pituitary gland and craniopharyngeal duct
Malignant neoplasms,B542000,,Malignant neoplasm of pituitary gland
Malignant neoplasms,B542100,,Malignant neoplasm of craniopharyngeal duct
Malignant neoplasms,B542z00,,Malig neop pituitary gland or craniopharyngeal duct NOS
Malignant neoplasms,B543.00,,Malignant neoplasm of pineal gland
Malignant neoplasms,B544.00,,Malignant neoplasm of carotid body
Malignant neoplasms,B545.00,,Malignant neoplasm of aortic body and other paraganglia
Malignant neoplasms,B545000,,Malignant neoplasm of glomus jugulare
Malignant neoplasms,B545100,,Malignant neoplasm of aortic body
Malignant neoplasms,B545200,,Malignant neoplasm of coccygeal body
Malignant neoplasms,B545z00,,Malignant neoplasm of aortic body or paraganglia NOS
Malignant neoplasms,BBbB.00,,[M]Astrocytoma NOS
Malignant neoplasms,BBbB.11,,[M]Astrocytic glioma
Malignant neoplasms,BBbC.00,,"[M]Astrocytoma, anaplastic type"
Malignant neoplasms,BBbE.00,,[M]Gemistocytic astrocytoma
Malignant neoplasms,BBbF.00,,[M]Fibrillary astrocytoma
Malignant neoplasms,BBbG.00,,[M]Pilocytic astrocytoma
Malignant neoplasms,BBbG.11,,[M]Juvenile astrocytoma
Malignant neoplasms,BBbG.12,,[M]Piloid astrocytoma
Malignant neoplasms,BBbH.00,,[M]Spongioblastoma NOS
Malignant neoplasms,BBbK.00,,[M]Astroblastoma
Malignant neoplasms,BBbL.00,,[M]Glioblastoma NOS
Malignant neoplasms,BBbL.11,,[M]Glioblastoma multiforme
Malignant neoplasms,BBbM.00,,[M]Giant cell glioblastoma
Malignant neoplasms,BBbQ.00,,[M]Oligodendroglioma NOS
Malignant neoplasms,BBbR.00,,"[M]Oligodendroglioma, anaplastic type"
Malignant neoplasms,BBbS.00,,[M]Oligodendroblastoma
Malignant neoplasms,BBbT.00,,[M]Medulloblastoma NOS
Malignant neoplasms,BBbU.00,,[M]Desmoplastic medulloblastoma
Malignant neoplasms,BBbV.00,,[M]Medullomyoblastoma
Malignant neoplasms,BBbW.00,,[M]Cerebellar sarcoma NOS
Malignant neoplasms,BBbZ.00,,[M]Pleomorphic xanthoastrocytoma
Malignant neoplasms,BBbz.00,,[M]Glioma NOS
Malignant neoplasms,BBc2.00,,[M]Medulloepithelioma NOS
Malignant neoplasms,BBc6.11,,[M]Glioneuroma
Malignant neoplasms,BBc7.11,,[M]Neuroastrocytoma
Malignant neoplasms,BBcA.00,,[M]Olfactory neurogenic tumour
Malignant neoplasms,BBd2.00,,"[M]Meningioma, malignant"
Malignant neoplasms,BBd2.12,,[M]Meningothelial sarcoma
Malignant neoplasms,BBdA.00,,[M]Papillary meningioma
