Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTIR392274,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTCH392267,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTSI392268,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTIR392270,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCT1190238,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCT1276169,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCT1198930,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D00y,D00y.00,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D00z,D00z.00,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D00zz,D00zz00,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTID392269,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,D00z1,D00z100,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,Dyu00,Dyu0000,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTID392272,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,293880015,87522002,507616014,^ESCTSI392273,,Unspecified iron deficiency anaemia
Iron deficiency with and without anaemia,504528016,80875006,504528016,^ESCTFA381539,,Achlorhydric anaemia
Iron deficiency with and without anaemia,504528016,80875006,504528016,^ESCTAC381538,,Achlorhydric anaemia
Iron deficiency with and without anaemia,504528016,80875006,504528016,^ESCTAC381537,,Achlorhydric anaemia
Iron deficiency with and without anaemia,504528016,80875006,504528016,^ESCTAC381540,,Achlorhydric anaemia
