Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Inflammatory polyarthropathies,309677014,201666003,309677014,N023400,,Gouty arthritis of the hand
Inflammatory polyarthropathies,309679012,48440001,80706015,N023600,,Gouty arthritis of the lower leg
Inflammatory polyarthropathies,309680010,201669005,309680010,N023700,,Gouty arthritis of the ankle and foot
Inflammatory polyarthropathies,2695828012,428839004,2695828012,N023800,,Gouty arthritis of toe
Inflammatory polyarthropathies,309681014,201670006,309681014,N023x00,,Gouty arthritis of multiple sites
Inflammatory polyarthropathies,309682019,48440001,80709010,N023y00,,Gouty arthritis of other specified site
Inflammatory polyarthropathies,309683012,48440001,80709010,N023z00,,Gouty arthritis NOS
Inflammatory polyarthropathies,312525018,239843003,359370010,Nyu1700,,[X]Other secondary gout
Inflammatory polyarthropathies,55627011,33339001,55627011,M160.00,,Psoriatic arthropathy
Inflammatory polyarthropathies,55628018,33339001,55628018,M160.11,,Psoriatic arthritis
Inflammatory polyarthropathies,198881000006116,200956002,308727011,M160000,,Psoriasis spondylitica
Inflammatory polyarthropathies,359321011,239812005,359321011,M160100,,Distal interphalangeal psoriatic arthropathy
Inflammatory polyarthropathies,32869011,19514005,32869011,M160200,,Arthritis mutilans
Inflammatory polyarthropathies,308730016,33339001,55627011,M160z00,,Psoriatic arthropathy NOS
Inflammatory polyarthropathies,312521010,33339001,55626019,Nyu1300,,[X]Other psoriatic arthropathies
