Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,CleansedReadCode,Term
Other forms of heart disease,1222306011.0,111287006,178507019.0,G1404-2,G140412,"Tricuspid incompetence, cause unspecified"
Other forms of heart disease,1222307019.0,111287006,178507019.0,G1404-3,G140413,"Tricuspid regurgitation, cause unspecified"
Other forms of heart disease,299623012.0,49915006,83138015.0,G1405,G140500,"Tricuspid stenosis and insufficiency, cause unspecified"
Other forms of heart disease,1222308012.0,49915006,83138015.0,G1405-4,G140514,"Tricuspid stenosis and regurgitation, cause unspecified"
Other forms of heart disease,81191015.0,48724000,81193017.0,G540,G540.00,Mitral valve incompetence
Other forms of heart disease,81192010.0,48724000,81192010.0,G540-2,G540.12,Mitral valve insufficiency
Other forms of heart disease,81186016.0,48724000,81186016.0,G540-4,G540.14,Mitral valve regurgitation
Other forms of heart disease,700891000006114.0,409712001,2471474013.0,G540-5,G540.15,Mitral valve prolapse
Other forms of heart disease,81193017.0,48724000,81193017.0,G540-6,G540.16,Mitral regurgitation
Other forms of heart disease,299980014.0,194978002,299980014.0,G5400,G540000,"Mitral incompetence, non-rheumatic"
Other forms of heart disease,299981013.0,48724000,81186016.0,G5401,G540100,"Mitral incompetence, cause unspecified"
Other forms of heart disease,2471474013.0,409712001,2471474013.0,G5402,G540200,Mitral valve prolapse
Other forms of heart disease,374120018.0,250989005,374120018.0,G5403,G540300,Mitral valve leaf prolapse
Other forms of heart disease,299984017.0,11851006,20449013.0,G540z,G540z00,Mitral valve disorders NOS
Other forms of heart disease,488521000006118.0,8722008,1235209017.0,G541,G541.00,Aortic valve disorders
Other forms of heart disease,299985016.0,194983005,299985016.0,G5410,G541000,"Aortic incompetence, non-rheumatic"
Other forms of heart disease,299987012.0,194983005,299987012.0,G5410-1,G541011,"Aortic insufficiency, non-rheumatic"
Other forms of heart disease,299986015.0,194983005,299986015.0,G5410-2,G541012,"Aortic regurgitation, non-rheumatic"
Other forms of heart disease,299988019.0,194984004,299988019.0,G5411,G541100,"Aortic stenosis, non-rheumatic"
Other forms of heart disease,299989010.0,60234000,100055018.0,G5412,G541200,"Aortic incompetence alone, cause unspecified"
Other forms of heart disease,1222314017.0,60234000,100055018.0,G5412-1,G541211,"Aortic insufficiency alone, cause unspecified"
Other forms of heart disease,1222315016.0,60234000,100055018.0,G5412-2,G541212,"Aortic regurgitation alone, cause unspecified"
Other forms of heart disease,299990018.0,60573004,100633013.0,G5413,G541300,"Aortic stenosis alone, cause unspecified"
Other forms of heart disease,299991019.0,194987006,299991019.0,G5414,G541400,Aortic valve stenosis with insufficiency
Other forms of heart disease,1232103019.0,60573004,100633013.0,G5415,G541500,Aortic stenosis
Other forms of heart disease,112523010.0,67754003,112523010.0,G5416,G541600,Aortic valve sclerosis
Other forms of heart disease,374104011.0,250978003,374104011.0,G5417,G541700,Aortic valve calcification
Other forms of heart disease,299992014.0,8722008,15387019.0,G541z,G541z00,Aortic valve disorders NOS
Other forms of heart disease,299993016.0,194989009,299993016.0,G542,G542.00,"Tricuspid valve disorders, non-rheumatic"
Other forms of heart disease,299994010.0,194990000,299994010.0,G5420,G542000,"Tricuspid incompetence, non-rheumatic"
Other forms of heart disease,299995011.0,194990000,299995011.0,G5420-1,G542011,"Tricuspid insufficiency, non-rheumatic"
Other forms of heart disease,299996012.0,194990000,299996012.0,G5420-2,G542012,"Tricuspid regurgitation, non-rheumatic"
Other forms of heart disease,299997015.0,194991001,299997015.0,G5421,G542100,"Tricuspid stenosis, non-rheumatic"
Other forms of heart disease,297501000006112.0,194992008,299998013.0,G5422,G542200,Nonrheumatic tricuspid valve stenosis with insufficiency
Other forms of heart disease,297491000006116.0,194989009,2957051016.0,G542X,G542X00,"Nonrheumatic tricuspid valve disorder, unspecified"
Other forms of heart disease,300000019.0,20721001,34866017.0,G542z,G542z00,Tricuspid valve disorders NOS
Other forms of heart disease,694371000006117.0,195002007,300013013.0,G544,G544.00,Multiple valve diseases
Other forms of heart disease,300014019.0,195003002,300014019.0,G5440,G544000,Disorders of both aortic and tricuspid valves
Other forms of heart disease,300015018.0,195004008,300015018.0,G5441,G544100,Disorders of both mitral and tricuspid valves
Other forms of heart disease,300016017.0,195005009,300016017.0,G5442,G544200,"Combined disorders of mitral, aortic and tricuspid valves"
Other forms of heart disease,694361000006112.0,195002007,300013013.0,G544X,G544X00,"Multiple valve disease, unspecified"
Other forms of heart disease,300863016.0,11851006,20449013.0,Gyu10,Gyu1000,[X]Other mitral valve diseases
Chronic rheumatic heart diseases,300864010.0,12023003,20718019.0,Gyu11,Gyu1100,[X]Other rheumatic aortic valve diseases
Other forms of heart disease,300865011.0,20721001,34866017.0,Gyu12,Gyu1200,[X]Other tricuspid valve diseases
Other forms of heart disease,412241000006110.0,11851006,20449013.0,Gyu55,Gyu5500,[X]Other nonrheumatic mitral valve disorders
Other forms of heart disease,300893010.0,8722008,15387019.0,Gyu56,Gyu5600,[X]Other aortic valve disorders
Other forms of heart disease,300897011.0,8722008,15387019.0,Gyu5A,Gyu5A00,[X]Aortic valve disorders in diseases classified elsewhere
Other forms of heart disease,429571000006116.0,20721001,34866017.0,Gyu5B,Gyu5B00,[X]Tricuspid valve disorders/diseases CE
Other forms of heart disease,399141000006119.0,195002007,300013013.0,Gyu5D,Gyu5D00,[X]Multiple valve disorders/diseases CE
Iron deficiency anaemia,507619019.0,87522002,507616014.0,D0-1,D0...11,Asiderotic anaemia
Iron deficiency anaemia,507621012.0,87522002,507616014.0,D0-2,D0...12,Sideropenic anaemia
Iron deficiency anaemia,745851000006117.0,87522002,507616014.0,D00,D00..00,Iron deficiency anaemias
Iron deficiency anaemia,745811000006118.0,413533008,2532901013.0,D000,D000.00,Iron deficiency anaemia due to chronic blood loss
Iron deficiency anaemia,351092018.0,234352004,351092018.0,D000-1,D000.11,Normocytic anaemia due to chronic blood loss
Iron deficiency anaemia,745801000006116.0,413533008,2532901013.0,D000-2,D000.12,Iron deficiency anaemia due to blood loss
Iron deficiency anaemia,293864013.0,191128004,293864013.0,D001,D001.00,Iron deficiency anaemia due to dietary causes
Iron deficiency anaemia,399195014.0,87522002,507616014.0,D00y,D00y.00,Other specified iron deficiency anaemia
Iron deficiency anaemia,281961000006111.0,80126007,132937017.0,D00y-1,D00y.11,Kelly - Paterson syndrome
Iron deficiency anaemia,219431000006113.0,80126007,132937017.0,D00y-2,D00y.12,Plummer - Vinson syndrome
Iron deficiency anaemia,132939019.0,80126007,132939019.0,D00y0,D00y000,Sideropenic dysphagia
Iron deficiency anaemia,755101000006110.0,80126007,132937017.0,D00y0-1,D00y011,Kelly-Paterson syndrome
Iron deficiency anaemia,132937017.0,80126007,132937017.0,D00y0-2,D00y012,Plummer-Vinson syndrome
Iron deficiency anaemia,293877016.0,87522002,507616014.0,D00yz,D00yz00,Other specified iron deficiency anaemia NOS
Iron deficiency anaemia,293880015.0,87522002,507616014.0,D00z,D00z.00,Unspecified iron deficiency anaemia
Iron deficiency anaemia,504528016.0,80875006,504528016.0,D00z0,D00z000,Achlorhydric anaemia
Iron deficiency anaemia,293884012.0,87522002,507623010.0,D00z1,D00z100,Chlorotic anaemia
Iron deficiency anaemia,293888010.0,87522002,507616014.0,D00zz,D00zz00,Iron deficiency anaemia NOS
Iron deficiency anaemia,294567019.0,87522002,507616014.0,Dyu00,Dyu0000,[X]Other iron deficiency anaemias
"Disease of arteries, arterioles and capilleries",450665015.0,307408003,450665015.0,2G63,2G63.00,Ischaemic toe
"Disease of arteries, arterioles and capilleries",639341000006115.0,175276005,271413015.0,7A100,7A10000,Emerg aortic bypass by anastomosis axillary to femoral art
"Disease of arteries, arterioles and capilleries",501011000006118.0,388997005,1493587018.0,7A102,7A10200,Axillo-bifemoral bypass graft
"Disease of arteries, arterioles and capilleries",271416011.0,175279003,271416011.0,7A103,7A10300,Axillo-unifemoral PTFE bypass graft
"Disease of arteries, arterioles and capilleries",639371000006111.0,175290008,271432014.0,7A120,7A12000,Emerg bypass bifurc aorta by anast aorta to femoral artery
"Disease of arteries, arterioles and capilleries",224121000000118.0,233373009,349688017.0,7A121-1,7A12111,Aorto bifemoral graft
"Disease of arteries, arterioles and capilleries",410961010.0,275038008,410961010.0,7A121-2,7A12112,Dacron aortofemoral Y graft
"Disease of arteries, arterioles and capilleries",488631000006116.0,265495003,394305010.0,7A123-1,7A12311,Aorto biiliac graft
"Disease of arteries, arterioles and capilleries",410962015.0,275039000,410962015.0,7A123-2,7A12312,Dacron aortoiliac Y graft
"Disease of arteries, arterioles and capilleries",271509013.0,175348000,271509013.0,7A192,7A19200,Open embolectomy of bifurcation of aorta
"Disease of arteries, arterioles and capilleries",639471000006115.0,51018000,85012019.0,7A410,7A41000,Emerg bypass iliac art by iliac/femoral art anastomosis NEC
"Disease of arteries, arterioles and capilleries",639491000006119.0,233380006,349698011.0,7A412,7A41200,Emerg bypass iliac artery by femoral/femoral art anast NEC
"Disease of arteries, arterioles and capilleries",668731000006114.0,175685004,272001019.0,7A413-1,7A41311,Femoro-femoral prosthetic cross over graft
"Disease of arteries, arterioles and capilleries",639391000006112.0,116360008,183983017.0,7A414,7A41400,Emerg bypass comm iliac art by aorta/com iliac art anast NEC
"Disease of arteries, arterioles and capilleries",639521000006117.0,116360008,183983017.0,7A416,7A41600,Emerg bypass leg artery by aorta/com fem art anastomosis NEC
"Disease of arteries, arterioles and capilleries",785611000006113.0,175594003,271866014.0,7A41F,7A41F00,Ilio-femoral prosthetic cross over graft
"Disease of arteries, arterioles and capilleries",394328011.0,265517007,394328011.0,7A420-2,7A42012,Iliac endarterectomy and patch
"Disease of arteries, arterioles and capilleries",394329015.0,307800001,451173017.0,7A421,7A42100,Endarterectomy of iliac artery NEC
"Disease of arteries, arterioles and capilleries",410965018.0,233304004,349571019.0,7A421-1,7A42111,Endarterectomy of common iliac artery NEC
"Disease of arteries, arterioles and capilleries",394332017.0,265521000,394332017.0,7A431,7A43100,Open embolectomy of iliac artery
"Disease of arteries, arterioles and capilleries",411214011.0,275254000,411214011.0,7A431-1,7A43111,Open embolectomy of common iliac artery
"Disease of arteries, arterioles and capilleries",271900018.0,175612005,271900018.0,7A440,7A44000,Percutaneous transluminal angioplasty of iliac artery
"Disease of arteries, arterioles and capilleries",271901019.0,175613000,271901019.0,7A441,7A44100,Percutaneous transluminal embolectomy of iliac artery
"Disease of arteries, arterioles and capilleries",32181000006113.0,116360008,183983017.0,7A47-1,7A47.11,Other emerg bypass femoral or popliteal art by anastomosis
"Disease of arteries, arterioles and capilleries",639431000006118.0,112828007,184069011.0,7A470,7A47000,Emerg bypass femoral art by fem/pop art anast c prosth NEC
"Disease of arteries, arterioles and capilleries",639581000006118.0,233384002,349710011.0,7A471,7A47100,Emerg bypass popliteal art by pop/pop art anast c prosth NEC
"Disease of arteries, arterioles and capilleries",639421000006116.0,112828007,184069011.0,7A472,7A47200,Emerg bypass femoral art by fem/pop a anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",639551000006114.0,233384002,349710011.0,7A473,7A47300,Emerg bypass pop art by pop/pop art anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",639451000006113.0,233383008,349706013.0,7A474,7A47400,Emerg bypass femoral art by fem/tib art anast c prosth NEC
"Disease of arteries, arterioles and capilleries",639441000006111.0,233383008,349706013.0,7A476,7A47600,Emerg bypass femoral art by fem/tib a anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",639561000006111.0,233384002,349710011.0,7A477,7A47700,Emerg bypass pop art by pop/tib art anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",639541000006112.0,233384002,349710011.0,7A47B,7A47B00,Emerg bypass pop art by pop/peron art anast c vein graft NEC
"Disease of arteries, arterioles and capilleries",639461000006110.0,116360008,183983017.0,7A47C,7A47C00,Emerg bypass femoral artery by fem/fem art anastomosis NEC
"Disease of arteries, arterioles and capilleries",639601000006111.0,116360008,183983017.0,7A47D,7A47D00,Emerg bypass popliteal artery by pop/fem art anastomosis NEC
"Disease of arteries, arterioles and capilleries",668741000006116.0,175685004,272001019.0,7A48E,7A48E00,Femoro-femoral prosthetic cross over graft
"Disease of arteries, arterioles and capilleries",272013012.0,16589005,28064017.0,7A492,7A49200,Endarterectomy of femoral artery NEC
"Disease of arteries, arterioles and capilleries",272014018.0,233310004,349583017.0,7A493,7A49300,Endarterectomy of popliteal artery NEC
"Disease of arteries, arterioles and capilleries",201771000006117.0,175693004,272015017.0,7A494,7A49400,Profundoplasty femoral artery & patch repair deep fem artery
"Disease of arteries, arterioles and capilleries",272017013.0,405376002,2157187018.0,7A496,7A49600,Profundoplasty of femoral artery NEC
"Disease of arteries, arterioles and capilleries",272018015.0,405376002,2157187018.0,7A497,7A49700,Profundoplasty of popliteal artery NEC
"Disease of arteries, arterioles and capilleries",272031013.0,175704008,272031013.0,7A4A2,7A4A200,Open embolectomy of femoral artery
"Disease of arteries, arterioles and capilleries",272032018.0,175704008,272032018.0,7A4A2-1,7A4A211,Open thrombectomy of femoral artery
"Disease of arteries, arterioles and capilleries",272033011.0,175704008,272033011.0,7A4A2-2,7A4A212,Open femoral embolectomy
"Disease of arteries, arterioles and capilleries",272035016.0,175705009,272035016.0,7A4A3,7A4A300,Open embolectomy popliteal artery
"Disease of arteries, arterioles and capilleries",272034017.0,175705009,272034017.0,7A4A3-1,7A4A311,Open thrombectomy of popliteal artery
"Disease of arteries, arterioles and capilleries",272052017.0,175715003,272052017.0,7A4B0,7A4B000,Percutaneous transluminal angioplasty of femoral artery
"Disease of arteries, arterioles and capilleries",239491000006117.0,175716002,272053010.0,7A4B1,7A4B100,Percutaneous transluminal angioplasty of popliteal artery
"Disease of arteries, arterioles and capilleries",272055015.0,175717006,272055015.0,7A4B2,7A4B200,Percutaneous transluminal embolectomy of femoral artery
"Disease of arteries, arterioles and capilleries",272056019.0,175718001,272056019.0,7A4B3,7A4B300,Percutaneous transluminal embolectomy of popliteal artery
"Disease of arteries, arterioles and capilleries",272059014.0,175719009,272059014.0,7A4B4,7A4B400,Percutaneous transluminal embolisation of femoral artery
