,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,Term,CleansedReadCode
6133,Diabetes,377001000006117.0,73211009.0,121589010.0,Cyu2.00,[X]Diabetes mellitus,Cyu2.00
6134,Diabetes,293756010.0,73211009.0,121589010.0,Cyu2000,[X]Other specified diabetes mellitus,Cyu2000
6135,Diabetes,1230890017.0,50620007.0,1230890017.0,F171100,Autonomic neuropathy due to diabetes,F171100
6136,Diabetes,297492014.0,193141005.0,297492014.0,F345000,Diabetic mononeuritis multiplex,F345000
6137,Diabetes,297510017.0,193141005.0,297492014.0,F35z000,Diabetic mononeuritis NOS,F35z000
6138,Diabetes,214921000006116.0,49455004.0,82373015.0,F372.00,Polyneuropathy in diabetes,F372.00
6139,Diabetes,82373015.0,49455004.0,82373015.0,F372.11,Diabetic polyneuropathy,F372.11
6140,Diabetes,345486016.0,230572002.0,345486016.0,F372.12,Diabetic neuropathy,F372.12
6141,Diabetes,297551015.0,193184006.0,297551015.0,F372100,Chronic painful diabetic neuropathy,F372100
6142,Diabetes,297552010.0,193185007.0,297552010.0,F372200,Asymptomatic diabetic neuropathy,F372200
6143,Diabetes,399419012.0,267604001.0,399419012.0,F381300,Myasthenic syndrome due to diabetic amyotrophy,F381300
6144,Diabetes,65526011.0,39058009.0,65526011.0,F381311,Diabetic amyotrophy,F381311
6145,Diabetes,345492010.0,230577008.0,345492010.0,F3y0.00,Diabetic mononeuropathy,F3y0.00
6146,Diabetes,9093013.0,4855003.0,9093013.0,F420.00,Diabetic retinopathy,F420.00
6147,Diabetes,1785332013.0,390834004.0,1785332013.0,F420000,Background diabetic retinopathy,F420000
6148,Diabetes,98476015.0,59276001.0,98476015.0,F420100,Proliferative diabetic retinopathy,F420100
6149,Diabetes,297754014.0,193349004.0,297754014.0,F420200,Preproliferative diabetic retinopathy,F420200
6150,Diabetes,297755010.0,193350004.0,297755010.0,F420300,Advanced diabetic maculopathy,F420300
6151,Diabetes,347657010.0,232020009.0,347657010.0,F420400,Diabetic maculopathy,F420400
6152,Diabetes,455408014.0,311782002.0,455408014.0,F420500,Advanced diabetic retinal disease,F420500
6153,Diabetes,1484867016.0,390834004.0,1484867016.0,F420600,Non proliferative diabetic retinopathy,F420600
6154,Diabetes,1785163015.0,312907002.0,1785163015.0,F420700,High risk proliferative diabetic retinopathy,F420700
6155,Diabetes,841011000006112.0,312905005.0,1775725011.0,F420800,High risk non proliferative diabetic retinopathy,F420800
6156,Diabetes,297758012.0,4855003.0,9093013.0,F420z00,Diabetic retinopathy NOS,F420z00
6157,Diabetes,297964010.0,193489006.0,297964010.0,F440700,Diabetic iritis,F440700
6158,Diabetes,73294018.0,43959009.0,73294018.0,F464000,Diabetic cataract,F464000
6159,Diabetes,302011.0,127014009.0,302011.0,G73y000,Diabetic peripheral angiopathy,G73y000
6160,Diabetes,303846016.0,197605007.0,303846016.0,K01x100,Nephrotic syndrome in diabetes mellitus,K01x100
6161,Diabetes,303847013.0,197605007.0,303847013.0,K01x111,Kimmelstiel - Wilson disease,K01x111
6162,Diabetes,306112011.0,385051000000106.0,760131000000111.0,L180500,"Pre-existing diabetes mellitus, insulin-dependent",L180500
6163,Diabetes,306113018.0,199230006.0,306113018.0,L180600,"Pre-existing diabetes mellitus, non-insulin-dependent",L180600
6164,Diabetes,213141000006111.0,385051000000106.0,760131000000111.0,L180X00,"Pre-existing diabetes mellitus, unspecified",L180X00
6165,Diabetes,308360012.0,200687002.0,308360012.0,M037200,Cellulitis in diabetic foot,M037200
6166,Diabetes,358035014.0,238894004.0,358035014.0,M21yC00,Insulin lipohypertrophy,M21yC00
6167,Diabetes,358036010.0,238894004.0,358036010.0,M21yC11,Insulin site lipohypertrophy,M21yC11
6168,Diabetes,309177010.0,201250006.0,309177010.0,M271000,Ischaemic ulcer diabetic foot,M271000
6169,Diabetes,309179013.0,201251005.0,309179013.0,M271100,Neuropathic diabetic ulcer - foot,M271100
6170,Diabetes,309180011.0,201252003.0,309180011.0,M271200,Mixed diabetic ulcer - foot,M271200
6171,Diabetes,309737011.0,201723002.0,309737011.0,N030000,Diabetic cheiroarthropathy,N030000
6172,Diabetes,309738018.0,201723002.0,309738018.0,N030011,Diabetic cheiropathy,N030011
6173,Diabetes,616971000006114.0,201724008.0,309739014.0,N030100,Diabetic Charcot arthropathy,N030100
6174,Diabetes,317347010.0,195302000.0,300505017.0,R054200,[D]Gangrene of toe in diabetic,R054200
6175,Diabetes,317348017.0,195303005.0,300506016.0,R054300,[D]Widespread diabetic foot gangrene,R054300
6176,Diabetes,468191000006114.0,430400006.0,2708697011.0,TJ23.00,Adverse reaction to insulins and antidiabetic agents,TJ23.00
6177,Diabetes,330806013.0,430400006.0,2708697011.0,TJ23z00,Adverse reaction to insulins and antidiabetic agents NOS,TJ23z00
6178,Diabetes,354661000006118.0,430400006.0,2708697011.0,U602311,[X] Adverse reaction to insulins and antidiabetic agents,U602311
6179,Diabetes,,,,ZC2C800,Dietary advice for diabetes mellitus,
6180,Diabetes,,,,ZC2C900,Dietary advice for type I diabetes,
6181,Diabetes,,,,ZC2CA00,Dietary advice for type II diabetes,
6182,Diabetes,,,,ZRbH.00,Perceived control of insulin-dependent diabetes,
6183,Diabetes,1227774019.0,284350006.0,2575925018.0,ZV65312,[V]Dietary counselling in diabetes mellitus,ZV65312
6184,Diabetes,2967831017.0,199223000.0,306106018.0,,Pre-existing type 1 diabetes mellitus in pregnancy,
6185,Diabetes,84781000006112.0,31211000119101.0,3315042015.0,,Type I diabetes mellitus with peripheral angiopathy,C108G11
6186,Diabetes,913941000006114.0,31211000119101.0,3315042015.0,,Type I diabetes mellitus with peripheral angiopathy,C10EG11
6187,Diabetes,928471000006114.0,420514000.0,2967914011.0,,Type I diabetes mellitus with persistent proteinuria,C10EK11
6188,Diabetes,84311000006118.0,314893005.0,459292011.0,,type 1 diabetes mellitus with arthropathy,C108H12
6189,Diabetes,84331000006112.0,420825003.0,2618207019.0,,type 1 diabetes mellitus with gangrene,C108612
6190,Diabetes,84351000006117.0,420918009.0,2618199015.0,,type 1 diabetes mellitus with mononeuropathy,C108B12
6191,Diabetes,84361000006115.0,422228004.0,2618232017.0,,type 1 diabetes mellitus with multiple complications,C108312
6192,Diabetes,84371000006110.0,421893009.0,2623054013.0,,type 1 diabetes mellitus with nephropathy,C108D12
6193,Diabetes,84411000006111.0,31211000119101.0,3315042015.0,,type 1 diabetes mellitus with peripheral angiopathy,C108G12
6194,Diabetes,84421000006115.0,713705003.0,3297342019.0,,type 1 diabetes mellitus with polyneuropathy,C108C12
6195,Diabetes,84461000006114.0,313435000.0,457326014.0,,type 1 diabetes mellitus without complication,C108A12
6196,Diabetes,292550013.0,444073006.0,2872487013.0,,type i diabetes mellitus - poor control,C10E811
6197,Diabetes,459294012.0,314893005.0,459294012.0,,type i diabetes mellitus with arthropathy,C10EH11
6198,Diabetes,913911000006110.0,421920002.0,3688521010.0,,type i diabetes mellitus with diabetic cataract,C10EF11
6199,Diabetes,459163017.0,314771006.0,459163017.0,,type i diabetes mellitus with hypoglycaemic coma,C10EE11
6200,Diabetes,84731000006111.0,422228004.0,2967771016.0,,type i diabetes mellitus with multiple complications,C108311
6201,Diabetes,913851000006119.0,421893009.0,2623054013.0,,type i diabetes mellitus with nephropathy,C10ED11
6202,Diabetes,913521000006113.0,421468001.0,3695401013.0,,type i diabetes mellitus with neurological complications,C10E211
6203,Diabetes,459295013.0,71771000119100.0,3010513018.0,,type i diabetes mellitus with neuropathic arthropathy,C10EJ11
6204,Diabetes,84791000006110.0,713705003.0,3297390014.0,,type i diabetes mellitus with polyneuropathy,C108C11
6205,Diabetes,913461000006115.0,421893009.0,2623054013.0,,type i diabetes mellitus with renal complications,C10E011
6206,Diabetes,84281000006115.0,46635009.0,197984010.0,C108.12,Type 1 diabetes mellitus,C108.12
6207,Diabetes,84651000006114.0,46635009.0,494564012.0,C108.13,Type I diabetes mellitus,C108.13
6208,Diabetes,84801000006111.0,421893009.0,2623054013.0,C108011,Type I diabetes mellitus with renal complications,C108011
6209,Diabetes,84431000006117.0,421893009.0,2618211013.0,C108012,Type 1 diabetes mellitus with renal complications,C108012
6210,Diabetes,84751000006116.0,421468001.0,3695401013.0,C108211,Type I diabetes mellitus with neurological complications,C108211
6211,Diabetes,84381000006113.0,421468001.0,2618197018.0,C108212,Type 1 diabetes mellitus with neurological complications,C108212
6212,Diabetes,72721000006113.0,290002008.0,429970018.0,C108411,Unstable type I diabetes mellitus,C108411
6213,Diabetes,72711000006117.0,290002008.0,429971019.0,C108412,Unstable type 1 diabetes mellitus,C108412
6214,Diabetes,84821000006118.0,190368000.0,292538019.0,C108511,Type I diabetes mellitus with ulcer,C108511
6215,Diabetes,84451000006112.0,190368000.0,292540012.0,C108512,Type 1 diabetes mellitus with ulcer,C108512
6216,Diabetes,84811000006114.0,420789003.0,3699407019.0,C108711,Type I diabetes mellitus with retinopathy,C108711
6217,Diabetes,84441000006110.0,420789003.0,3699407019.0,C108712,Type 1 diabetes mellitus with retinopathy,C108712
6218,Diabetes,84661000006111.0,444073006.0,2872487013.0,C108811,Type I diabetes mellitus - poor control,C108811
6219,Diabetes,84291000006117.0,444073006.0,2872487013.0,C108812,Type 1 diabetes mellitus - poor control,C108812
6220,Diabetes,84671000006116.0,190372001.0,292551012.0,C108911,Type I diabetes mellitus maturity onset,C108911
6221,Diabetes,84301000006116.0,190372001.0,292553010.0,C108912,Type 1 diabetes mellitus maturity onset,C108912
6222,Diabetes,84831000006115.0,313435000.0,457325013.0,C108A11,Type I diabetes mellitus without complication,C108A11
6223,Diabetes,84741000006118.0,421893009.0,2623054013.0,C108D11,Type I diabetes mellitus with nephropathy,C108D11
6224,Diabetes,84711000006117.0,314771006.0,459163017.0,C108E11,Type I diabetes mellitus with hypoglycaemic coma,C108E11
6225,Diabetes,84341000006119.0,314771006.0,459161015.0,C108E12,Type 1 diabetes mellitus with hypoglycaemic coma,C108E12
6226,Diabetes,84691000006115.0,421920002.0,3688521010.0,C108F11,Type I diabetes mellitus with diabetic cataract,C108F11
6227,Diabetes,84681000006118.0,314893005.0,459294012.0,C108H11,Type I diabetes mellitus with arthropathy,C108H11
6228,Diabetes,84761000006119.0,71771000119100.0,3010513018.0,C108J11,Type I diabetes mellitus with neuropathic arthropathy,C108J11
6229,Diabetes,84391000006111.0,71771000119100.0,3010513018.0,C108J12,Type 1 diabetes mellitus with neuropathic arthropathy,C108J12
6230,Diabetes,197984010.0,46635009.0,197984010.0,C10E.00,Type 1 diabetes mellitus,C10E.00
6231,Diabetes,494564012.0,46635009.0,494564012.0,C10E.11,Type I diabetes mellitus,C10E.11
6232,Diabetes,913451000006117.0,421893009.0,2618211013.0,C10E000,Type 1 diabetes mellitus with renal complications,C10E000
6233,Diabetes,913481000006113.0,739681000.0,3537386015.0,C10E100,Type 1 diabetes mellitus with ophthalmic complications,C10E100
6234,Diabetes,913511000006117.0,421468001.0,2618197018.0,C10E200,Type 1 diabetes mellitus with neurological complications,C10E200
6235,Diabetes,913541000006118.0,422228004.0,2618232017.0,C10E300,Type 1 diabetes mellitus with multiple complications,C10E300
6236,Diabetes,913551000006116.0,422228004.0,2967771016.0,C10E311,Type I diabetes mellitus with multiple complications,C10E311
6237,Diabetes,429971019.0,290002008.0,429971019.0,C10E400,Unstable type 1 diabetes mellitus,C10E400
6238,Diabetes,429970018.0,290002008.0,429970018.0,C10E411,Unstable type I diabetes mellitus,C10E411
6239,Diabetes,292540012.0,190368000.0,292540012.0,C10E500,Type 1 diabetes mellitus with ulcer,C10E500
6240,Diabetes,292538019.0,190368000.0,292538019.0,C10E511,Type I diabetes mellitus with ulcer,C10E511
6241,Diabetes,292541011.0,420825003.0,2618207019.0,C10E600,Type 1 diabetes mellitus with gangrene,C10E600
6242,Diabetes,913661000006118.0,420789003.0,3699407019.0,C10E700,Type 1 diabetes mellitus with retinopathy,C10E700
6243,Diabetes,913671000006113.0,420789003.0,3699407019.0,C10E711,Type I diabetes mellitus with retinopathy,C10E711
6244,Diabetes,292548017.0,444073006.0,2872487013.0,C10E800,Type 1 diabetes mellitus - poor control,C10E800
6245,Diabetes,292553010.0,190372001.0,292553010.0,C10E900,Type 1 diabetes mellitus maturity onset,C10E900
6246,Diabetes,292551012.0,190372001.0,292551012.0,C10E911,Type I diabetes mellitus maturity onset,C10E911
6247,Diabetes,457326014.0,313435000.0,457326014.0,C10EA00,Type 1 diabetes mellitus without complication,C10EA00
6248,Diabetes,457325013.0,313435000.0,457325013.0,C10EA11,Type I diabetes mellitus without complication,C10EA11
6249,Diabetes,913781000006117.0,420918009.0,2618199015.0,C10EB00,Type 1 diabetes mellitus with mononeuropathy,C10EB00
6250,Diabetes,913811000006115.0,713705003.0,3297342019.0,C10EC00,Type 1 diabetes mellitus with polyneuropathy,C10EC00
6251,Diabetes,913821000006111.0,713705003.0,3297390014.0,C10EC11,Type I diabetes mellitus with polyneuropathy,C10EC11
6252,Diabetes,913841000006116.0,421893009.0,2623054013.0,C10ED00,Type 1 diabetes mellitus with nephropathy,C10ED00
6253,Diabetes,459161015.0,314771006.0,459161015.0,C10EE00,Type 1 diabetes mellitus with hypoglycaemic coma,C10EE00
6254,Diabetes,913901000006112.0,421920002.0,2618234016.0,C10EF00,Type 1 diabetes mellitus with diabetic cataract,C10EF00
6255,Diabetes,913931000006116.0,31211000119101.0,3315042015.0,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy,C10EG00
6256,Diabetes,459292011.0,314893005.0,459292011.0,C10EH00,Type 1 diabetes mellitus with arthropathy,C10EH00
6257,Diabetes,459296014.0,71771000119100.0,3010513018.0,C10EJ00,Type 1 diabetes mellitus with neuropathic arthropathy,C10EJ00
6258,Diabetes,928461000006119.0,420514000.0,2967914011.0,C10EK00,Type 1 diabetes mellitus with persistent proteinuria,C10EK00
6259,Diabetes,1780311019.0,401110002.0,1780311019.0,C10EL00,Type 1 diabetes mellitus with persistent microalbuminuria,C10EL00
6260,Diabetes,928501000006119.0,420270002.0,2967817017.0,C10EM00,Type 1 diabetes mellitus with ketoacidosis,C10EM00
6261,Diabetes,928511000006116.0,420270002.0,2967817017.0,C10EM11,Type I diabetes mellitus with ketoacidosis,C10EM11
6262,Diabetes,928521000006112.0,421075007.0,2967758019.0,C10EN00,Type 1 diabetes mellitus with ketoacidotic coma,C10EN00
6263,Diabetes,928531000006110.0,421075007.0,2967758019.0,C10EN11,Type I diabetes mellitus with ketoacidotic coma,C10EN11
6264,Diabetes,938301000006114.0,420486006.0,3698521013.0,C10EP00,Type 1 diabetes mellitus with exudative maculopathy,C10EP00
6265,Diabetes,938311000006112.0,420486006.0,2618236019.0,C10EP11,Type I diabetes mellitus with exudative maculopathy,C10EP11
6266,Diabetes,299601000000114.0,713702000.0,3698406016.0,C10EQ00,Type 1 diabetes mellitus with gastroparesis,C10EQ00
6267,Dementia,882171000006115.0,268612007.0,882171000006115.0,,Dementia,E00..97
6268,Dementia,1856601000006111.2,1856601000006107.2,1856601000006111.2,,Dementia monitoring in primary care,
6269,Dementia,1856611000006114.0,1856611000006104.8,1856611000006114.0,,Dementia monitoring in secondary care,
6270,Dementia,915111000006112.0,915111000006108.0,915111000006112.0,,Dementia review,
6271,Dementia,914941000006112.0,914941000006108.0,914941000006112.0,,[D] Dementia,
6272,Dementia,914951000006114.0,914951000006105.0,914951000006114.0,,[D] Dementia in Alzheimer's disease,
6273,Dementia,914931000006119.0,914931000006103.0,914931000006119.0,,[D] Dementia with Lewy bodies,
6274,Dementia,914921000006117.0,914921000006101.0,914921000006117.0,,[D] Vascular dementia,
6275,Dementia,1834091000006116.8,1834091000006100.8,1834091000006116.8,,dementia care plan,
6276,Dementia,3414261000006114.0,56267009.0,2921000019.0,,multi infarct dementia,
6277,Dementia,407461000000119.0,248711000000102.0,407461000000119.0,66h..00,Dementia monitoring,66h..00
6278,Dementia,408401000000119.0,249181000000100.0,408401000000119.0,6AB..00,Dementia annual review,6AB..00
6279,Dementia,2248021000000110.0,736371006.0,3517265010.0,8CMZ.00,Dementia care plan,8CMZ.00
6280,Dementia,406841000000115.0,713821000000106.0,1565061000000113.0,9Ou..00,Dementia monitoring administration,9Ou..00
6281,Dementia,408361000000111.0,715821000000107.0,1568381000000110.0,9Ou1.00,Dementia monitoring first letter,9Ou1.00
6282,Dementia,408421000000111.0,717471000000101.0,1570011000000111.0,9Ou2.00,Dementia monitoring second letter,9Ou2.00
6283,Dementia,408461000000115.0,716671000000102.0,1569221000000112.0,9Ou3.00,Dementia monitoring third letter,9Ou3.00
6284,Dementia,408481000000112.0,716221000000104.0,1568781000000111.0,9Ou4.00,Dementia monitoring verbal invite,9Ou4.00
6285,Dementia,408501000000115.0,716991000000108.0,1569541000000119.0,9Ou5.00,Dementia monitoring telephone invite,9Ou5.00
6286,Dementia,294111000000119.0,715881000000108.0,1568441000000113.0,9hD..00,Exception reporting: dementia quality indicators,9hD..00
6287,Dementia,999961000006114.0,716341000000104.0,1568891000000117.0,9hD0.00,Excepted from dementia quality indicators: Patient unsuitabl,9hD0.00
6288,Dementia,294321000000111.0,716131000000105.0,1568691000000118.0,9hD1.00,Excepted from dementia quality indicators: Informed dissent,9hD1.00
6289,Dementia,401757012.0,268612007.0,401757012.0,E00..00,Senile and presenile organic psychotic conditions,E00..00
6290,Dementia,26545010.0,15662003.0,26545010.0,E00..11,Senile dementia,E00..11
6291,Dementia,148381000006115.0,52448006.0,87274019.0,E00..12,Senile/presenile dementia,E00..12
6292,Dementia,294635013.0,191449005.0,294635013.0,E000.00,Uncomplicated senile dementia,E000.00
6293,Dementia,21256010.0,12348006.0,21256010.0,E001.00,Presenile dementia,E001.00
6294,Dementia,294637017.0,191451009.0,294637017.0,E001000,Uncomplicated presenile dementia,E001000
