,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,Term,CleansedReadCode
5899,Diabetes,616391000006114.0,422088007.0,3688477014.0,C106.00,Diabetes mellitus with neurological manifestation,C106.00
5900,Diabetes,616921000006113.0,39058009.0,65526011.0,C106.11,Diabetic amyotrophy,C106.11
5901,Diabetes,345487013.0,230572002.0,345487013.0,C106.12,Diabetes mellitus with neuropathy,C106.12
5902,Diabetes,616451000006110.0,49455004.0,82373015.0,C106.13,Diabetes mellitus with polyneuropathy,C106.13
5903,Diabetes,616671000006119.0,421468001.0,2618197018.0,C106000,"Diabetes mellitus, juvenile, + neurological manifestation",C106000
5904,Diabetes,616481000006119.0,421326000.0,2618196010.0,C106100,"Diabetes mellitus, adult onset, + neurological manifestation",C106100
5905,Diabetes,13761000006115.0,422088007.0,2618195014.0,C106y00,Other specified diabetes mellitus with neurological comps,C106y00
5906,Diabetes,292512019.0,422088007.0,2618195014.0,C106z00,Diabetes mellitus NOS with neurological manifestation,C106z00
5907,Diabetes,616441000006113.0,421895002.0,3688501014.0,C107.00,Diabetes mellitus with peripheral circulatory disorder,C107.00
5908,Diabetes,616351000006115.0,422275004.0,2616612015.0,C107.11,Diabetes mellitus with gangrene,C107.11
5909,Diabetes,616831000006118.0,422275004.0,2616612015.0,C107.12,Diabetes with gangrene,C107.12
5910,Diabetes,616591000006117.0,421365002.0,2618205010.0,C107000,"Diabetes mellitus, juvenile +peripheral circulatory disorder",C107000
5911,Diabetes,616581000006115.0,422166005.0,2618204014.0,C107100,"Diabetes mellitus, adult, + peripheral circulatory disorder",C107100
5912,Diabetes,616561000006113.0,421631007.0,2618206011.0,C107200,"Diabetes mellitus, adult with gangrene",C107200
5913,Diabetes,787101000006114.0,421895002.0,2618203015.0,C107300,IDDM with peripheral circulatory disorder,C107300
5914,Diabetes,674961000006118.0,422166005.0,2623039019.0,C107400,NIDDM with peripheral circulatory disorder,C107400
5915,Diabetes,292523015.0,421895002.0,2618203015.0,C107z00,Diabetes mellitus NOS with peripheral circulatory disorder,C107z00
5916,Diabetes,772171000006114.0,73211009.0,121589010.0,C108.00,Insulin dependent diabetes mellitus,C108.00
5917,Diabetes,787111000006112.0,73211009.0,121589010.0,C108.11,IDDM-Insulin dependent diabetes mellitus,C108.11
5918,Diabetes,84281000006115.0,46635009.0,197984010.0,C108.12,Type 1 diabetes mellitus,C108.12
5919,Diabetes,84651000006114.0,46635009.0,494564012.0,C108.13,Type I diabetes mellitus,C108.13
5920,Diabetes,771501000006119.0,127013003.0,301016.0,C108000,Insulin-dependent diabetes mellitus with renal complications,C108000
5921,Diabetes,84801000006111.0,421893009.0,2623054013.0,C108011,Type I diabetes mellitus with renal complications,C108011
5922,Diabetes,84431000006117.0,421893009.0,2618211013.0,C108012,Type 1 diabetes mellitus with renal complications,C108012
5923,Diabetes,771491000006110.0,25093002.0,3688467012.0,C108100,Insulin-dependent diabetes mellitus with ophthalmic comps,C108100
5924,Diabetes,771481000006112.0,422088007.0,3688477014.0,C108200,Insulin-dependent diabetes mellitus with neurological comps,C108200
5925,Diabetes,84751000006116.0,421468001.0,3695401013.0,C108211,Type I diabetes mellitus with neurological complications,C108211
5926,Diabetes,84381000006113.0,421468001.0,2618197018.0,C108212,Type 1 diabetes mellitus with neurological complications,C108212
5927,Diabetes,771381000006115.0,385041000000108.0,760111000000115.0,C108300,Insulin dependent diabetes mellitus with multiple complicatn,C108300
5928,Diabetes,72651000006114.0,11530004.0,19931010.0,C108400,Unstable insulin dependant diabetes mellitus,C108400
5929,Diabetes,72721000006113.0,290002008.0,429970018.0,C108411,Unstable type I diabetes mellitus,C108411
5930,Diabetes,72711000006117.0,290002008.0,429971019.0,C108412,Unstable type 1 diabetes mellitus,C108412
5931,Diabetes,771421000006113.0,422183001.0,2623058011.0,C108500,Insulin dependent diabetes mellitus with ulcer,C108500
5932,Diabetes,84821000006118.0,190368000.0,292538019.0,C108511,Type I diabetes mellitus with ulcer,C108511
5933,Diabetes,84451000006112.0,190368000.0,292540012.0,C108512,Type 1 diabetes mellitus with ulcer,C108512
5934,Diabetes,771351000006111.0,422275004.0,2616612015.0,C108600,Insulin dependent diabetes mellitus with gangrene,C108600
5935,Diabetes,771411000006117.0,4855003.0,9093013.0,C108700,Insulin dependent diabetes mellitus with retinopathy,C108700
5936,Diabetes,84811000006114.0,420789003.0,3699407019.0,C108711,Type I diabetes mellitus with retinopathy,C108711
5937,Diabetes,84441000006110.0,420789003.0,3699407019.0,C108712,Type 1 diabetes mellitus with retinopathy,C108712
5938,Diabetes,772181000006112.0,268519009.0,401531012.0,C108800,Insulin dependant diabetes mellitus - poor control,C108800
5939,Diabetes,84661000006111.0,444073006.0,2872487013.0,C108811,Type I diabetes mellitus - poor control,C108811
5940,Diabetes,84291000006117.0,444073006.0,2872487013.0,C108812,Type 1 diabetes mellitus - poor control,C108812
5941,Diabetes,772151000006116.0,73211009.0,121589010.0,C108900,Insulin dependant diabetes maturity onset,C108900
5942,Diabetes,84671000006116.0,190372001.0,292551012.0,C108911,Type I diabetes mellitus maturity onset,C108911
5943,Diabetes,84301000006116.0,190372001.0,292553010.0,C108912,Type 1 diabetes mellitus maturity onset,C108912
5944,Diabetes,746791000006111.0,111552007.0,178796018.0,C108A00,Insulin-dependent diabetes without complication,C108A00
5945,Diabetes,84831000006115.0,313435000.0,457325013.0,C108A11,Type I diabetes mellitus without complication,C108A11
5946,Diabetes,771371000006118.0,230577008.0,345492010.0,C108B00,Insulin dependent diabetes mellitus with mononeuropathy,C108B00
5947,Diabetes,771401000006115.0,49455004.0,82373015.0,C108C00,Insulin dependent diabetes mellitus with polyneuropathy,C108C00
5948,Diabetes,771391000006117.0,127013003.0,301016.0,C108D00,Insulin dependent diabetes mellitus with nephropathy,C108D00
5949,Diabetes,84741000006118.0,421893009.0,2623054013.0,C108D11,Type I diabetes mellitus with nephropathy,C108D11
5950,Diabetes,771361000006113.0,237632004.0,356141011.0,C108E00,Insulin dependent diabetes mellitus with hypoglycaemic coma,C108E00
5951,Diabetes,84711000006117.0,314771006.0,459163017.0,C108E11,Type I diabetes mellitus with hypoglycaemic coma,C108E11
5952,Diabetes,84341000006119.0,314771006.0,459161015.0,C108E12,Type 1 diabetes mellitus with hypoglycaemic coma,C108E12
5953,Diabetes,771341000006114.0,43959009.0,73294018.0,C108F00,Insulin dependent diabetes mellitus with diabetic cataract,C108F00
5954,Diabetes,84691000006115.0,421920002.0,3688521010.0,C108F11,Type I diabetes mellitus with diabetic cataract,C108F11
5955,Diabetes,772141000006118.0,421895002.0,2618203015.0,C108G00,Insulin dependent diab mell with peripheral angiopathy,C108G00
5956,Diabetes,771331000006116.0,39710007.0,1229552016.0,C108H00,Insulin dependent diabetes mellitus with arthropathy,C108H00
5957,Diabetes,84681000006118.0,314893005.0,459294012.0,C108H11,Type I diabetes mellitus with arthropathy,C108H11
5958,Diabetes,772131000006111.0,201724008.0,309740011.0,C108J00,Insulin dependent diab mell with neuropathic arthropathy,C108J00
5959,Diabetes,84761000006119.0,71771000119100.0,3010513018.0,C108J11,Type I diabetes mellitus with neuropathic arthropathy,C108J11
5960,Diabetes,84391000006111.0,71771000119100.0,3010513018.0,C108J12,Type 1 diabetes mellitus with neuropathic arthropathy,C108J12
5961,Diabetes,13751000006117.0,385041000000108.0,760111000000115.0,C108y00,Other specified diabetes mellitus with multiple comps,C108y00
5962,Diabetes,292565014.0,385041000000108.0,760111000000115.0,C108z00,Unspecified diabetes mellitus with multiple complications,C108z00
5963,Diabetes,280571000006116.0,44054006.0,493773010.0,C109.00,Non-insulin dependent diabetes mellitus,C109.00
5964,Diabetes,493773010.0,44054006.0,493773010.0,C109.11,NIDDM - Non-insulin dependent diabetes mellitus,C109.11
5965,Diabetes,84471000006119.0,44054006.0,197761014.0,C109.12,Type 2 diabetes mellitus,C109.12
5966,Diabetes,84841000006113.0,44054006.0,493774016.0,C109.13,Type II diabetes mellitus,C109.13
5967,Diabetes,587521000006111.0,420279001.0,2615535015.0,C109000,Non-insulin-dependent diabetes mellitus with renal comps,C109000
5968,Diabetes,84981000006114.0,420279001.0,3013392012.0,C109011,Type II diabetes mellitus with renal complications,C109011
5969,Diabetes,84611000006113.0,420279001.0,2618208012.0,C109012,Type 2 diabetes mellitus with renal complications,C109012
5970,Diabetes,587111000006111.0,422099009.0,3698440016.0,C109100,Non-insulin-dependent diabetes mellitus with ophthalm comps,C109100
5971,Diabetes,84951000006118.0,422099009.0,3698440016.0,C109111,Type II diabetes mellitus with ophthalmic complications,C109111
5972,Diabetes,84581000006117.0,422099009.0,3698440016.0,C109112,Type 2 diabetes mellitus with ophthalmic complications,C109112
5973,Diabetes,280591000006115.0,421326000.0,3695406015.0,C109200,Non-insulin-dependent diabetes mellitus with neuro comps,C109200
5974,Diabetes,84931000006113.0,421326000.0,3695406015.0,C109211,Type II diabetes mellitus with neurological complications,C109211
5975,Diabetes,84561000006110.0,421326000.0,3695406015.0,C109212,Type 2 diabetes mellitus with neurological complications,C109212
5976,Diabetes,280581000006118.0,190388001.0,292578014.0,C109300,Non-insulin-dependent diabetes mellitus with multiple comps,C109300
5977,Diabetes,280551000006114.0,190389009.0,292580015.0,C109400,Non-insulin dependent diabetes mellitus with ulcer,C109400
5978,Diabetes,85001000006117.0,190389009.0,292581016.0,C109411,Type II diabetes mellitus with ulcer,C109411
5979,Diabetes,84631000006119.0,190389009.0,292579018.0,C109412,Type 2 diabetes mellitus with ulcer,C109412
5980,Diabetes,281211000006117.0,421631007.0,2967779019.0,C109500,Non-insulin dependent diabetes mellitus with gangrene,C109500
5981,Diabetes,84881000006119.0,421631007.0,2618206011.0,C109511,Type II diabetes mellitus with gangrene,C109511
5982,Diabetes,84511000006112.0,421631007.0,2618206011.0,C109512,Type 2 diabetes mellitus with gangrene,C109512
5983,Diabetes,641581000006115.0,422034002.0,3035295017.0,C109600,Non-insulin-dependent diabetes mellitus with retinopathy,C109600
5984,Diabetes,84991000006112.0,422034002.0,3699410014.0,C109611,Type II diabetes mellitus with retinopathy,C109611
5985,Diabetes,84621000006117.0,422034002.0,3699410014.0,C109612,Type 2 diabetes mellitus with retinopathy,C109612
5986,Diabetes,281171000006119.0,443694000.0,2842387018.0,C109700,Non-insulin dependant diabetes mellitus - poor control,C109700
5987,Diabetes,84851000006110.0,443694000.0,2921019012.0,C109711,Type II diabetes mellitus - poor control,C109711
5988,Diabetes,84481000006116.0,443694000.0,2921019012.0,C109712,Type 2 diabetes mellitus - poor control,C109712
5989,Diabetes,457328010.0,313436004.0,457328010.0,C109900,Non-insulin-dependent diabetes mellitus without complication,C109900
5990,Diabetes,280521000006117.0,420436000.0,3697667019.0,C109A00,Non-insulin dependent diabetes mellitus with mononeuropathy,C109A00
5991,Diabetes,84901000006117.0,420436000.0,3697667019.0,C109A11,Type II diabetes mellitus with mononeuropathy,C109A11
5992,Diabetes,280541000006112.0,713706002.0,3297353013.0,C109B00,Non-insulin dependent diabetes mellitus with polyneuropathy,C109B00
5993,Diabetes,84971000006111.0,713706002.0,3297353013.0,C109B11,Type II diabetes mellitus with polyneuropathy,C109B11
5994,Diabetes,280531000006119.0,420279001.0,3035432019.0,C109C00,Non-insulin dependent diabetes mellitus with nephropathy,C109C00
5995,Diabetes,84921000006110.0,420279001.0,3013392012.0,C109C11,Type II diabetes mellitus with nephropathy,C109C11
5996,Diabetes,84551000006113.0,420279001.0,3035432019.0,C109C12,Type 2 diabetes mellitus with nephropathy,C109C12
5997,Diabetes,280511000006113.0,719216001.0,3316336015.0,C109D00,Non-insulin dependent diabetes mellitus with hypoglyca coma,C109D00
5998,Diabetes,84891000006116.0,719216001.0,3316336015.0,C109D11,Type II diabetes mellitus with hypoglycaemic coma,C109D11
5999,Diabetes,84521000006116.0,719216001.0,3316336015.0,C109D12,Type 2 diabetes mellitus with hypoglycaemic coma,C109D12
6000,Diabetes,281161000006114.0,420756003.0,3035281015.0,C109E00,Non-insulin depend diabetes mellitus with diabetic cataract,C109E00
6001,Diabetes,84871000006117.0,420756003.0,3688522015.0,C109E11,Type II diabetes mellitus with diabetic cataract,C109E11
6002,Diabetes,84501000006114.0,420756003.0,3688522015.0,C109E12,Type 2 diabetes mellitus with diabetic cataract,C109E12
6003,Diabetes,280561000006111.0,314902007.0,459307013.0,C109F00,Non-insulin-dependent d m with peripheral angiopath,C109F00
6004,Diabetes,84961000006116.0,314902007.0,459306016.0,C109F11,Type II diabetes mellitus with peripheral angiopathy,C109F11
6005,Diabetes,84591000006119.0,314902007.0,459308015.0,C109F12,Type 2 diabetes mellitus with peripheral angiopathy,C109F12
6006,Diabetes,459309011.0,314903002.0,459309011.0,C109G00,Non-insulin dependent diabetes mellitus with arthropathy,C109G00
6007,Diabetes,84861000006112.0,314903002.0,459311019.0,C109G11,Type II diabetes mellitus with arthropathy,C109G11
6008,Diabetes,84491000006118.0,314903002.0,459310018.0,C109G12,Type 2 diabetes mellitus with arthropathy,C109G12
6009,Diabetes,281181000006116.0,314904008.0,459314010.0,C109H00,Non-insulin dependent d m with neuropathic arthropathy,C109H00
6010,Diabetes,84941000006115.0,314904008.0,459312014.0,C109H11,Type II diabetes mellitus with neuropathic arthropathy,C109H11
6011,Diabetes,84571000006115.0,314904008.0,459313016.0,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy,C109H12
6012,Diabetes,840951000006119.0,237599002.0,2967820013.0,C109J00,Insulin treated Type 2 diabetes mellitus,C109J00
6013,Diabetes,1223148019.0,237599002.0,1223148019.0,C109J11,Insulin treated non-insulin dependent diabetes mellitus,C109J11
6014,Diabetes,841351000006110.0,237599002.0,1223147012.0,C109J12,Insulin treated Type II diabetes mellitus,C109J12
6015,Diabetes,850691000006118.0,395204000.0,1488898011.0,C109K00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,C109K00
6016,Diabetes,719531000006118.0,75524006.0,125439011.0,C10A.00,Malnutrition-related diabetes mellitus,C10A.00
6017,Diabetes,719541000006111.0,420996007.0,2618229015.0,C10A000,Malnutrition-related diabetes mellitus with coma,C10A000
6018,Diabetes,292606016.0,190406000.0,292606016.0,C10A100,Malnutrition-related diabetes mellitus with ketoacidosis,C10A100
6019,Diabetes,616241000006112.0,190447002.0,292667010.0,C10B.00,Diabetes mellitus induced by steroids,C10B.00
6020,Diabetes,127051000006112.0,190416008.0,292616012.0,C10B000,Steroid induced diabetes mellitus without complication,C10B000
6021,Diabetes,483882011.0,609561005.0,2967884018.0,C10C.00,Diabetes mellitus autosomal dominant,C10C.00
6022,Diabetes,483886014.0,609561005.0,2967884018.0,C10C.11,Maturity onset diabetes in youth,C10C.11
6023,Diabetes,2476117016.0,609562003.0,2967867012.0,C10C.12,Maturity onset diabetes in youth type 1,C10C.12
6024,Diabetes,840971000006112.0,237604008.0,356082013.0,C10D.00,Diabetes mellitus autosomal dominant type 2,C10D.00
6025,Diabetes,356085010.0,237604008.0,356085010.0,C10D.11,Maturity onset diabetes in youth type 2,C10D.11
6026,Diabetes,197984010.0,46635009.0,197984010.0,C10E.00,Type 1 diabetes mellitus,C10E.00
6027,Diabetes,494564012.0,46635009.0,494564012.0,C10E.11,Type I diabetes mellitus,C10E.11
6028,Diabetes,77727018.0,73211009.0,121589010.0,C10E.12,Insulin dependent diabetes mellitus,C10E.12
6029,Diabetes,913451000006117.0,421893009.0,2618211013.0,C10E000,Type 1 diabetes mellitus with renal complications,C10E000
6030,Diabetes,913481000006113.0,739681000.0,3537386015.0,C10E100,Type 1 diabetes mellitus with ophthalmic complications,C10E100
6031,Diabetes,913471000006110.0,25093002.0,3688467012.0,C10E112,Insulin-dependent diabetes mellitus with ophthalmic comps,C10E112
6032,Diabetes,913511000006117.0,421468001.0,2618197018.0,C10E200,Type 1 diabetes mellitus with neurological complications,C10E200
6033,Diabetes,913541000006118.0,422228004.0,2618232017.0,C10E300,Type 1 diabetes mellitus with multiple complications,C10E300
6034,Diabetes,913551000006116.0,422228004.0,2967771016.0,C10E311,Type I diabetes mellitus with multiple complications,C10E311
6035,Diabetes,913531000006111.0,385041000000108.0,760111000000115.0,C10E312,Insulin dependent diabetes mellitus with multiple complicat,C10E312
6036,Diabetes,429971019.0,290002008.0,429971019.0,C10E400,Unstable type 1 diabetes mellitus,C10E400
6037,Diabetes,429970018.0,290002008.0,429970018.0,C10E411,Unstable type I diabetes mellitus,C10E411
6038,Diabetes,429972014.0,11530004.0,19931010.0,C10E412,Unstable insulin dependent diabetes mellitus,C10E412
6039,Diabetes,292540012.0,190368000.0,292540012.0,C10E500,Type 1 diabetes mellitus with ulcer,C10E500
6040,Diabetes,292538019.0,190368000.0,292538019.0,C10E511,Type I diabetes mellitus with ulcer,C10E511
6041,Diabetes,913591000006110.0,422183001.0,2623058011.0,C10E512,Insulin dependent diabetes mellitus with ulcer,C10E512
6042,Diabetes,292541011.0,420825003.0,2618207019.0,C10E600,Type 1 diabetes mellitus with gangrene,C10E600
6043,Diabetes,913661000006118.0,420789003.0,3699407019.0,C10E700,Type 1 diabetes mellitus with retinopathy,C10E700
6044,Diabetes,913671000006113.0,420789003.0,3699407019.0,C10E711,Type I diabetes mellitus with retinopathy,C10E711
6045,Diabetes,913651000006115.0,4855003.0,9093013.0,C10E712,Insulin dependent diabetes mellitus with retinopathy,C10E712
6046,Diabetes,292548017.0,444073006.0,2872487013.0,C10E800,Type 1 diabetes mellitus - poor control,C10E800
6047,Diabetes,913681000006111.0,268519009.0,401531012.0,C10E812,Insulin dependent diabetes mellitus - poor control,C10E812
6048,Diabetes,292553010.0,190372001.0,292553010.0,C10E900,Type 1 diabetes mellitus maturity onset,C10E900
6049,Diabetes,292551012.0,190372001.0,292551012.0,C10E911,Type I diabetes mellitus maturity onset,C10E911
6050,Diabetes,913711000006112.0,73211009.0,121589010.0,C10E912,Insulin dependent diabetes maturity onset,C10E912
6051,Diabetes,457326014.0,313435000.0,457326014.0,C10EA00,Type 1 diabetes mellitus without complication,C10EA00
6052,Diabetes,457325013.0,313435000.0,457325013.0,C10EA11,Type I diabetes mellitus without complication,C10EA11
6053,Diabetes,913781000006117.0,420918009.0,2618199015.0,C10EB00,Type 1 diabetes mellitus with mononeuropathy,C10EB00
6054,Diabetes,913811000006115.0,713705003.0,3297342019.0,C10EC00,Type 1 diabetes mellitus with polyneuropathy,C10EC00
6055,Diabetes,913821000006111.0,713705003.0,3297390014.0,C10EC11,Type I diabetes mellitus with polyneuropathy,C10EC11
6056,Diabetes,913841000006116.0,421893009.0,2623054013.0,C10ED00,Type 1 diabetes mellitus with nephropathy,C10ED00
6057,Diabetes,459161015.0,314771006.0,459161015.0,C10EE00,Type 1 diabetes mellitus with hypoglycaemic coma,C10EE00
6058,Diabetes,913901000006112.0,421920002.0,2618234016.0,C10EF00,Type 1 diabetes mellitus with diabetic cataract,C10EF00
6059,Diabetes,913931000006116.0,31211000119101.0,3315042015.0,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy,C10EG00
6060,Diabetes,459292011.0,314893005.0,459292011.0,C10EH00,Type 1 diabetes mellitus with arthropathy,C10EH00
6061,Diabetes,459296014.0,71771000119100.0,3010513018.0,C10EJ00,Type 1 diabetes mellitus with neuropathic arthropathy,C10EJ00
6062,Diabetes,928461000006119.0,420514000.0,2967914011.0,C10EK00,Type 1 diabetes mellitus with persistent proteinuria,C10EK00
6063,Diabetes,1780311019.0,401110002.0,1780311019.0,C10EL00,Type 1 diabetes mellitus with persistent microalbuminuria,C10EL00
6064,Diabetes,928501000006119.0,420270002.0,2967817017.0,C10EM00,Type 1 diabetes mellitus with ketoacidosis,C10EM00
6065,Diabetes,928511000006116.0,420270002.0,2967817017.0,C10EM11,Type I diabetes mellitus with ketoacidosis,C10EM11
6066,Diabetes,928521000006112.0,421075007.0,2967758019.0,C10EN00,Type 1 diabetes mellitus with ketoacidotic coma,C10EN00
6067,Diabetes,928531000006110.0,421075007.0,2967758019.0,C10EN11,Type I diabetes mellitus with ketoacidotic coma,C10EN11
6068,Diabetes,938301000006114.0,420486006.0,3698521013.0,C10EP00,Type 1 diabetes mellitus with exudative maculopathy,C10EP00
6069,Diabetes,938311000006112.0,420486006.0,2618236019.0,C10EP11,Type I diabetes mellitus with exudative maculopathy,C10EP11
6070,Diabetes,299601000000114.0,713702000.0,3698406016.0,C10EQ00,Type 1 diabetes mellitus with gastroparesis,C10EQ00
6071,Diabetes,2674067015.0,426875007.0,2674067015.0,C10ER00,Latent autoimmune diabetes mellitus in adult,C10ER00
6072,Diabetes,197761014.0,44054006.0,197761014.0,C10F.00,Type 2 diabetes mellitus,C10F.00
6073,Diabetes,493774016.0,44054006.0,493774016.0,C10F.11,Type II diabetes mellitus,C10F.11
6074,Diabetes,914031000006118.0,420279001.0,2618208012.0,C10F000,Type 2 diabetes mellitus with renal complications,C10F000
6075,Diabetes,914041000006111.0,420279001.0,3013392012.0,C10F011,Type II diabetes mellitus with renal complications,C10F011
6076,Diabetes,914051000006113.0,422099009.0,3698440016.0,C10F100,Type 2 diabetes mellitus with ophthalmic complications,C10F100
6077,Diabetes,914071000006115.0,421326000.0,3695406015.0,C10F200,Type 2 diabetes mellitus with neurological complications,C10F200
6078,Diabetes,914081000006117.0,421326000.0,3695406015.0,C10F211,Type II diabetes mellitus with neurological complications,C10F211
6079,Diabetes,292577016.0,190388001.0,292577016.0,C10F300,Type 2 diabetes mellitus with multiple complications,C10F300
6080,Diabetes,292576013.0,190388001.0,292576013.0,C10F311,Type II diabetes mellitus with multiple complications,C10F311
6081,Diabetes,292579018.0,190389009.0,292579018.0,C10F400,Type 2 diabetes mellitus with ulcer,C10F400
6082,Diabetes,292581016.0,190389009.0,292581016.0,C10F411,Type II diabetes mellitus with ulcer,C10F411
6083,Diabetes,292583018.0,421631007.0,2618206011.0,C10F500,Type 2 diabetes mellitus with gangrene,C10F500
6084,Diabetes,914151000006112.0,422034002.0,3699410014.0,C10F600,Type 2 diabetes mellitus with retinopathy,C10F600
6085,Diabetes,914161000006114.0,422034002.0,3699410014.0,C10F611,Type II diabetes mellitus with retinopathy,C10F611
6086,Diabetes,292590011.0,443694000.0,2921019012.0,C10F700,Type 2 diabetes mellitus - poor control,C10F700
6087,Diabetes,292589019.0,443694000.0,2921019012.0,C10F711,Type II diabetes mellitus - poor control,C10F711
6088,Diabetes,457329019.0,313436004.0,457329019.0,C10F900,Type 2 diabetes mellitus without complication,C10F900
6089,Diabetes,457330012.0,313436004.0,457330012.0,C10F911,Type II diabetes mellitus without complication,C10F911
6090,Diabetes,914221000006113.0,420436000.0,2618201018.0,C10FA00,Type 2 diabetes mellitus with mononeuropathy,C10FA00
6091,Diabetes,914231000006111.0,420436000.0,3697667019.0,C10FA11,Type II diabetes mellitus with mononeuropathy,C10FA11
6092,Diabetes,914241000006118.0,713706002.0,3297353013.0,C10FB00,Type 2 diabetes mellitus with polyneuropathy,C10FB00
6093,Diabetes,914251000006116.0,713706002.0,3297353013.0,C10FB11,Type II diabetes mellitus with polyneuropathy,C10FB11
6094,Diabetes,914261000006119.0,420279001.0,3035432019.0,C10FC00,Type 2 diabetes mellitus with nephropathy,C10FC00
6095,Diabetes,459167016.0,719216001.0,3316336015.0,C10FD00,Type 2 diabetes mellitus with hypoglycaemic coma,C10FD00
6096,Diabetes,459169018.0,719216001.0,3316336015.0,C10FD11,Type II diabetes mellitus with hypoglycaemic coma,C10FD11
6097,Diabetes,914301000006111.0,420756003.0,3688522015.0,C10FE00,Type 2 diabetes mellitus with diabetic cataract,C10FE00
6098,Diabetes,914311000006114.0,420756003.0,3688522015.0,C10FE11,Type II diabetes mellitus with diabetic cataract,C10FE11
6099,Diabetes,459308015.0,314902007.0,459308015.0,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,C10FF00
6100,Diabetes,459310018.0,314903002.0,459310018.0,C10FG00,Type 2 diabetes mellitus with arthropathy,C10FG00
6101,Diabetes,459313016.0,314904008.0,459313016.0,C10FH00,Type 2 diabetes mellitus with neuropathic arthropathy,C10FH00
6102,Diabetes,914391000006116.0,237599002.0,2967820013.0,C10FJ00,Insulin treated Type 2 diabetes mellitus,C10FJ00
6103,Diabetes,1223147012.0,237599002.0,1223147012.0,C10FJ11,Insulin treated Type II diabetes mellitus,C10FJ11
6104,Diabetes,1488898011.0,395204000.0,1488898011.0,C10FK00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,C10FK00
6105,Diabetes,928541000006117.0,421986006.0,2967751013.0,C10FL00,Type 2 diabetes mellitus with persistent proteinuria,C10FL00
6106,Diabetes,928551000006115.0,421986006.0,2967751013.0,C10FL11,Type II diabetes mellitus with persistent proteinuria,C10FL11
6107,Diabetes,928561000006118.0,420715001.0,2967769016.0,C10FM00,Type 2 diabetes mellitus with persistent microalbuminuria,C10FM00
6108,Diabetes,928571000006113.0,420715001.0,2967769016.0,C10FM11,Type II diabetes mellitus with persistent microalbuminuria,C10FM11
6109,Diabetes,928581000006111.0,421750000.0,2967754017.0,C10FN00,Type 2 diabetes mellitus with ketoacidosis,C10FN00
6110,Diabetes,928601000006118.0,421847006.0,2618218019.0,C10FP00,Type 2 diabetes mellitus with ketoacidotic coma,C10FP00
6111,Diabetes,938321000006116.0,421779007.0,2618237011.0,C10FQ00,Type 2 diabetes mellitus with exudative maculopathy,C10FQ00
6112,Diabetes,299621000000117.0,713703005.0,3698412014.0,C10FR00,Type 2 diabetes mellitus with gastroparesis,C10FR00
6113,Diabetes,1230929011.0,51002006.0,1230929011.0,C10G.00,Secondary pancreatic diabetes mellitus,C10G.00
6114,Diabetes,198461000000116.0,51002006.0,84990019.0,C10G000,Secondary pancreatic diabetes mellitus without complication,C10G000
6115,Diabetes,2160090014.0,408540003.0,2160090014.0,C10H.00,Diabetes mellitus induced by non-steroid drugs,C10H.00
6116,Diabetes,967631000006115.0,413183008.0,2474729016.0,C10H000,DM induced by non-steroid drugs without complication,C10H000
6117,Diabetes,967701000006116.0,127012008.0,300015.0,C10M.00,Lipoatrophic diabetes mellitus,C10M.00
6118,Diabetes,15518018.0,8801005.0,15518018.0,C10N.00,Secondary diabetes mellitus,C10N.00
6119,Diabetes,189721000000113.0,8801005.0,15518018.0,C10N000,Secondary diabetes mellitus without complication,C10N000
6120,Diabetes,494831000000119.0,426705001.0,2674608014.0,C10N100,Cystic fibrosis related diabetes mellitus,C10N100
6121,Diabetes,292617015.0,74627003.0,123939015.0,C10y.00,Diabetes mellitus with other specified manifestation,C10y.00
6122,Diabetes,616571000006118.0,73211009.0,121589010.0,C10y100,"Diabetes mellitus, adult, + other specified manifestation",C10y100
6123,Diabetes,13781000006113.0,73211009.0,121589010.0,C10yy00,Other specified diabetes mellitus with other spec comps,C10yy00
6124,Diabetes,292621010.0,73211009.0,121589010.0,C10yz00,Diabetes mellitus NOS with other specified manifestation,C10yz00
6125,Diabetes,292622015.0,74627003.0,123939015.0,C10z.00,Diabetes mellitus with unspecified complication,C10z.00
6126,Diabetes,616611000006111.0,420868002.0,3013528019.0,C10z000,"Diabetes mellitus, juvenile type, + unspecified complication",C10z000
6127,Diabetes,616501000006112.0,422014003.0,3013072014.0,C10z100,"Diabetes mellitus, adult onset, + unspecified complication",C10z100
6128,Diabetes,13811000006110.0,74627003.0,123939015.0,C10zy00,Other specified diabetes mellitus with unspecified comps,C10zy00
6129,Diabetes,292626017.0,74627003.0,123939015.0,C10zz00,Diabetes mellitus NOS with unspecified complication,C10zz00
6130,Diabetes,127041000006110.0,190447002.0,292667010.0,C11y000,Steroid induced diabetes,C11y000
6131,Diabetes,354316011.0,127013003.0,3688488015.0,C314.11,Renal diabetes,C314.11
6132,Diabetes,1786715019.0,399144008.0,1786715019.0,C350011,Bronzed diabetes,C350011
