Condition,MedCode,Term
Systemic connective tissue disorders,4782411000006110,Scleroderma of lung
Systemic connective tissue disorders,4770991000006115,Myopathy due to Sj+â-Âgren disease
Systemic connective tissue disorders,428621000006114,[X]Systemic disorders/connective tissue in other diseases CE
Systemic connective tissue disorders,221451000000115,Connective tissue diseases
Systemic connective tissue disorders,5912751000006118,KCS - Keratoconjunctivitis sicca
Systemic connective tissue disorders,4770971000006116,Myopathy due to Sj+â-Âgren's disease
Systemic connective tissue disorders,572101000006119,Collagen diseases
Systemic connective tissue disorders,621001000006118,Diffuse diseases of connective tissue
Systemic connective tissue disorders,7085691000006115,Tubulo-interstitial nephritis
Systemic connective tissue disorders,3865081000006116,Sjogrens syndrome
Systemic connective tissue disorders,4125671000006111,Disorder of connective tissue
Systemic connective tissue disorders,4782481000006115,Lung disease with Sj+â-Âgren disease
Systemic connective tissue disorders,3865031000006117,Sj+â-Âgren's syndrome
Systemic connective tissue disorders,3865051000006112,Sj+â-Âgren's disease
Systemic connective tissue disorders,4773181000006113,Keratoconjunctivitis sicca (excluding Sjogren syndrome)
Systemic connective tissue disorders,3865061000006113,Sjogren's syndrome
Systemic connective tissue disorders,4773161000006115,Keratoconjunctivitis sicca (excluding Sj+â-Âgren syndrome)
Systemic connective tissue disorders,3895091000006116,Autoimmune disorder
Systemic connective tissue disorders,400155018,Other specified diffuse collagen diseases
Systemic connective tissue disorders,309391011,"[X]Localized connective tissue disorder, unspecified"
Systemic connective tissue disorders,312583010,[X]Other systemic diseases of connective tissue
Systemic connective tissue disorders,736251000006113,"Localized connective tissue disorder, unspecified"
Systemic connective tissue disorders,293715012,Autoimmune disease NOS
Systemic connective tissue disorders,141091000006112,Sicca (Sjogren's) syndrome
Systemic connective tissue disorders,4771001000006119,Myopathy due to Sjogrens disease
Systemic connective tissue disorders,297645018,Myopathy due to Sjogren's disease
Systemic connective tissue disorders,298341019,Keratoconjunctivitis sicca (excluding Sjogren's syndrome)
Systemic connective tissue disorders,444889012,Keratoconjunctivitis sicca
Systemic connective tissue disorders,309384013,[X]Other specified localized connective tissue disorders
Systemic connective tissue disorders,429641000006113,"[X]Tubulo-interstit nephritis, not specif as acute or chron"
Systemic connective tissue disorders,3865071000006119,Sj+â-Âgren syndrome
Systemic connective tissue disorders,301720019,Lung disease with Sjogren's disease
Systemic connective tissue disorders,83331000006110,"Tubulo-interstit nephritis, not specif as acute or chron"
Systemic connective tissue disorders,312574017,[X]Systemic connective tissue disorders
Systemic connective tissue disorders,4782461000006113,Lung disease with Sj+â-Âgren's disease
Systemic connective tissue disorders,1591381000006114,[X]Mixed connective tissue disease
Systemic connective tissue disorders,6596981000006117,MCTD - Mixed connective tissue disease
Systemic connective tissue disorders,6596971000006115,Sharp's syndrome
Systemic connective tissue disorders,6596961000006110,Mixed collagen vascular disease
Systemic connective tissue disorders,1233935010,Diverticulectomy of bladder
Systemic connective tissue disorders,867411000006117,Open bladder diverticulectomy
Systemic connective tissue disorders,304767019,Ulceration of vulva unspecified
Systemic connective tissue disorders,304770015,Ulceration of vulva NOS
Systemic connective tissue disorders,309484012,Arthropathy in Behcet's syndrome of the upper arm
Systemic connective tissue disorders,309485013,Arthropathy in Behcet's syndrome of the forearm
Systemic connective tissue disorders,309488010,Arthropathy in Behcet's syndrome of the lower leg
Systemic connective tissue disorders,309492015,Arthropathy in Behcet's syndrome NOS
Systemic connective tissue disorders,3616911000006113,Vulvar ulceration
Systemic connective tissue disorders,6002811000006116,Adamantiades-Behcet disease
Systemic connective tissue disorders,3522801000006116,Arthropathy in Behcet syndrome
Systemic connective tissue disorders,492911000006119,Arthropathy in Behcet's syndrome of the pelvis/thigh
Systemic connective tissue disorders,3522791000006117,Seronegative arthritis secondary to Behcet's syndrome
Systemic connective tissue disorders,4808121000006110,Arthropathy in Behcet syndrome of the ankle and/or foot
Systemic connective tissue disorders,6002791000006115,Behcet's disease
Systemic connective tissue disorders,4808051000006117,Arthropathy in Behcet syndrome of the shoulder region
Systemic connective tissue disorders,4808141000006115,Arthropathy in Behcet syndrome of multiple sites
Systemic connective tissue disorders,4808071000006110,Arthropathy in Behcet syndrome of the hand
Systemic connective tissue disorders,6002821000006112,Behcet syndrome
Systemic connective tissue disorders,309489019,Arthropathy in Behcet's syndrome of the ankle and foot
Systemic connective tissue disorders,400165012,Arthropathy in Behcet's syndrome of unspecified site
Systemic connective tissue disorders,64211000006112,Vulval sores
Systemic connective tissue disorders,4808091000006111,Arthropathy in Behcet syndrome of the pelvic region and thigh
Systemic connective tissue disorders,4808101000006117,Arthropathy in Behcet's syndrome of the ankle and/or foot
Systemic connective tissue disorders,104572011,Arthropathy in Behcet's syndrome
Systemic connective tissue disorders,114009019,Ulceration of vulva
Systemic connective tissue disorders,309486014,Arthropathy in Behcet's syndrome of the hand
Systemic connective tissue disorders,499415017,Behcet's syndrome arthropathy
Systemic connective tissue disorders,454287012,Behcet's syndrome
Systemic connective tissue disorders,309491010,Arthropathy in Behcet's syndrome of other specified sites
Systemic connective tissue disorders,309483018,Arthropathy in Behcet's syndrome of the shoulder region
Systemic connective tissue disorders,309490011,Arthropathy in Behcet's syndrome of multiple sites
Systemic connective tissue disorders,2884941000006115,Fasciitis with eosinophilia syndrome
Systemic connective tissue disorders,40511019,Eosinophilic fasciitis
Systemic connective tissue disorders,2884951000006118,Shulman's syndrome
Systemic connective tissue disorders,709501000006112,Fibrosclerosis systemic
Systemic connective tissue disorders,359440018,Fibrosclerosis - systemic
Systemic connective tissue disorders,311712010,Panniculitis unspecified
Systemic connective tissue disorders,311718014,Panniculitis NOS
Systemic connective tissue disorders,400316012,Panniculitis of unspecified site
Systemic connective tissue disorders,59041000006110,Weber - Christian disease
Systemic connective tissue disorders,3043271000006119,Weber-Kindler syndrome
Systemic connective tissue disorders,3043251000006112,Relapsing febrile nodular nonsuppurative panniculitis
Systemic connective tissue disorders,3043241000006110,Weber Christian panniculitis
Systemic connective tissue disorders,3043291000006118,Systemic nodular panniculitis
Systemic connective tissue disorders,3043281000006116,Relapsing panniculitis
Systemic connective tissue disorders,59031000006117,Weber - Christian disease
Systemic connective tissue disorders,3043261000006114,Weber-Christian disease
Systemic connective tissue disorders,628221000006110,Double-jointed (hypermobility)
Systemic connective tissue disorders,5145191000006114,Generalized benign joint hypermobility
Systemic connective tissue disorders,3890511000006112,Familial ligamentous laxity
Systemic connective tissue disorders,141799013,Hypermobility syndrome
Systemic connective tissue disorders,891551000006113,Laxity of ligaments
Systemic connective tissue disorders,3482611000006119,Disorder of ligament
Systemic connective tissue disorders,2164079010,Ligament disorders
Systemic connective tissue disorders,46720015,Laxity of ligament
Systemic connective tissue disorders,2676188013,Interstitial lung disease due to collagen vascular disease
Systemic connective tissue disorders,315198013,Unspecified anomaly of connective tissue
Systemic connective tissue disorders,3826411000006119,Diffuse disease of connective tissue
Systemic connective tissue disorders,245051000006117,Partial cystectomy
Systemic connective tissue disorders,3826421000006113,Collagen disorder
Systemic connective tissue disorders,184369018,Partial cystectomy
Systemic connective tissue disorders,867431000006111,Cystectomy - trigonectomy
Systemic connective tissue disorders,309433011,Collagen disease NOS
Systemic connective tissue disorders,867421000006113,Partial cystectomy NOS
Systemic connective tissue disorders,867441000006118,Cystectomy - wedge resection
Systemic connective tissue disorders,867451000006116,Cystectomy - dome of bladder
Systemic connective tissue disorders,4215591000006116,Partial urinary cystectomy
Systemic connective tissue disorders,82211000006119,Unspecified caecocystoplasty
Systemic connective tissue disorders,4670581000006116,Caecocystoplasty
Systemic connective tissue disorders,4670611000006112,Cecal bladder augmentation
